temperature,humidity,wind_speed,pm25,pm10,no2,so2,co,o3,main_pollutant,aqi
27.2,87.6,17.13,8.2,21.0,6.0,5.2,0.31,53.3,O3,47.7
29.1,63.5,19.15,13.4,31.2,9.1,2.9,0.34,22.5,PM10,32.6
22.6,33.9,6.57,41.8,71.6,16.6,3.5,0.6,2.0,PM10,77.6
31.2,94.9,10.26,11.7,19.9,7.3,4.0,0.34,75.4,O3,73.3
40.7,44.4,5.83,8.1,24.4,15.2,5.3,0.45,46.7,O3,50.0
25.1,36.0,10.43,35.4,77.5,7.4,3.0,0.46,51.8,PM10,80.1
43.2,50.9,6.44,51.6,93.4,22.8,4.9,0.56,32.3,PM10,92.6
17.5,66.5,8.38,39.4,88.9,17.3,2.1,0.34,84.0,PM10,92.6
24.7,92.3,20.61,6.0,22.0,6.8,3.2,0.33,5.3,PM10,24.4
23.5,64.8,11.21,42.8,86.6,18.5,3.2,0.41,2.0,PM10,80.5
38.4,39.0,4.93,63.0,107.1,45.7,6.0,0.9,80.6,PM2.5,103.2
18.3,67.8,2.8,92.2,168.5,16.3,14.9,0.69,2.0,PM2.5,204.6
15.2,55.1,1.76,351.8,600.0,41.7,14.6,0.38,53.3,PM10,500.0
11.3,54.3,0.2,170.4,299.8,27.6,17.4,1.88,31.6,PM2.5,337.9
34.2,37.3,7.02,53.4,91.3,16.3,5.6,0.32,2.6,PM10,99.3
25.4,88.4,14.34,16.3,35.9,19.2,8.8,0.4,77.8,O3,81.7
16.0,57.5,0.71,227.5,393.9,43.7,20.9,0.53,26.5,PM2.5,380.6
26.8,36.8,9.32,34.7,77.2,8.6,8.1,0.29,34.0,PM10,70.3
19.7,39.3,6.87,32.2,75.0,16.2,5.4,0.54,44.7,PM10,74.7
31.0,73.8,17.01,3.0,30.7,9.3,4.4,0.34,51.5,O3,52.4
23.1,53.5,7.43,53.5,95.1,15.0,9.1,1.02,30.9,PM10,96.5
19.4,59.4,4.81,45.9,72.4,15.6,12.5,1.6,10.2,CO,80.1
33.5,40.3,8.01,23.6,51.6,25.2,4.1,0.46,45.8,PM10,49.1
28.3,87.3,15.53,18.2,49.2,9.7,3.1,0.3,21.8,PM10,53.8
21.7,36.5,9.55,3.0,15.1,20.9,2.4,0.28,27.9,O3,23.9
22.0,32.9,12.06,5.9,12.2,10.7,2.9,0.29,57.7,O3,62.5
15.6,69.5,5.7,148.9,245.0,17.6,9.0,0.46,4.1,PM2.5,318.6
30.3,48.4,1.87,60.4,88.0,11.0,7.1,1.73,43.1,PM10,88.5
12.8,54.9,4.64,41.4,71.8,24.5,3.9,1.36,29.3,PM10,74.5
13.7,39.9,11.39,15.2,21.2,16.4,7.2,0.71,25.0,CO,37.2
17.7,50.7,8.47,28.1,37.9,8.6,10.0,0.37,20.9,PM2.5,43.2
13.8,76.8,2.93,76.4,147.1,38.7,16.7,0.93,38.5,PM2.5,149.6
24.7,84.6,16.79,13.8,39.1,20.7,7.4,0.27,65.2,O3,59.3
17.6,57.5,2.72,16.1,37.1,7.3,3.5,1.69,93.7,O3,88.5
37.5,38.4,12.61,24.3,47.0,7.3,3.6,0.23,78.5,O3,72.9
41.7,53.0,2.39,72.9,141.1,38.3,6.4,1.26,28.0,PM2.5,146.7
29.8,82.6,9.55,10.2,34.8,19.3,5.9,0.52,67.0,O3,74.3
19.3,26.7,15.63,3.0,13.8,6.1,3.6,0.34,14.2,CO,19.0
19.7,82.4,4.92,27.5,53.9,18.9,5.4,1.18,42.2,CO,57.8
33.1,54.8,7.43,16.1,30.2,12.4,2.1,0.35,49.7,O3,52.6
19.7,43.4,7.9,39.4,64.3,8.4,9.9,0.34,28.3,PM2.5,64.3
25.9,27.4,6.77,87.2,151.4,16.6,9.4,0.22,68.1,PM2.5,188.2
8.1,55.5,6.39,38.3,84.3,26.1,7.5,0.4,7.4,PM10,83.6
22.5,38.0,13.4,24.0,38.2,8.0,3.0,0.42,84.7,O3,77.8
13.6,55.9,5.39,20.3,35.1,11.8,4.6,0.37,16.0,PM10,35.4
22.3,77.3,5.2,101.4,192.3,25.7,3.6,0.58,67.9,PM2.5,244.5
15.6,75.8,6.26,90.6,171.1,6.5,31.0,0.56,44.0,PM10,146.9
10.8,62.4,5.57,175.8,254.5,10.8,7.5,0.61,55.1,PM2.5,341.5
38.8,42.0,9.31,20.9,38.7,10.4,6.7,0.76,57.9,O3,60.3
32.1,73.0,16.67,10.9,35.1,14.5,2.3,0.39,73.7,O3,71.4
40.7,57.3,8.29,53.1,80.1,15.3,6.0,0.47,78.8,PM2.5,83.8
16.3,73.8,0.68,500.0,600.0,55.2,14.2,2.89,14.8,PM2.5,496.6
29.1,78.9,10.05,7.0,33.7,15.5,3.1,0.81,27.5,CO,46.2
21.7,66.5,7.32,8.0,18.7,12.7,2.9,0.31,54.3,O3,52.4
31.6,40.9,7.71,39.2,52.7,21.1,3.9,0.9,63.1,PM2.5,59.4
11.9,52.3,3.85,6.2,23.6,6.1,5.4,0.85,13.9,CO,45.1
42.3,49.6,9.41,8.2,22.8,16.8,4.1,0.61,80.2,O3,81.4
20.0,66.8,1.82,46.7,76.2,57.0,5.1,0.58,21.2,PM2.5,74.8
23.8,49.1,2.4,86.2,176.8,11.7,11.7,0.35,58.6,PM2.5,189.0
22.5,36.4,7.39,14.3,34.3,13.8,4.9,0.6,25.4,PM10,37.1
28.2,72.2,17.7,11.8,25.1,8.7,3.7,0.34,29.9,O3,25.2
42.2,60.0,12.59,47.3,96.9,13.3,7.5,0.37,63.5,PM10,100.8
28.1,45.6,7.14,38.3,80.0,9.1,8.8,0.87,43.5,PM10,78.7
25.2,76.1,14.72,11.7,18.1,8.0,4.8,0.3,31.3,O3,24.6
23.0,46.9,7.77,18.1,35.8,19.7,6.4,0.3,57.8,O3,51.4
27.3,95.0,8.95,7.0,5.0,16.3,9.5,0.37,67.2,O3,64.4
26.0,80.4,4.42,40.9,76.1,21.2,8.3,0.85,23.4,PM10,77.1
28.0,77.5,10.72,12.6,31.7,7.8,3.4,0.44,32.4,O3,35.4
28.3,42.8,5.44,15.6,44.7,15.2,8.2,0.35,87.1,O3,86.1
26.8,48.5,8.04,34.8,51.3,13.2,5.5,0.32,36.9,PM2.5,50.7
29.1,32.4,3.52,41.0,39.7,14.9,5.2,0.31,75.9,O3,80.8
27.2,75.3,13.39,16.9,48.3,11.1,5.5,0.41,29.6,PM10,53.2
13.5,57.2,3.02,52.0,92.9,36.2,5.2,1.03,12.0,PM10,93.8
21.1,76.4,16.73,9.4,27.4,16.2,3.6,0.37,22.5,PM10,25.6
24.3,87.4,8.06,28.3,57.2,13.7,13.3,0.72,30.8,PM10,55.7
12.6,51.7,1.63,151.2,195.5,16.8,12.2,0.69,48.4,PM2.5,316.6
9.4,74.1,5.85,132.8,189.8,11.8,4.9,0.91,7.8,PM2.5,308.4
32.5,83.3,15.9,12.3,21.2,7.7,3.2,0.41,50.0,O3,44.5
27.4,39.4,12.62,10.4,22.6,10.0,2.7,0.45,20.1,PM10,23.7
42.7,44.6,10.07,11.8,22.6,14.3,6.7,0.35,59.6,O3,56.8
8.9,96.0,6.42,61.1,118.5,7.8,9.3,0.59,2.0,PM10,119.4
32.0,88.1,11.77,10.1,33.0,8.7,5.9,0.44,42.1,O3,47.6
14.4,53.8,4.69,156.9,283.7,31.3,8.2,1.04,10.6,PM2.5,324.3
32.9,38.0,6.6,68.3,96.5,7.6,11.9,0.54,59.6,PM2.5,123.4
12.6,66.9,4.18,36.3,77.8,23.4,6.8,0.46,22.8,PM10,79.0
18.1,86.1,4.17,21.7,59.5,21.6,12.3,1.0,42.5,PM10,60.8
16.9,59.9,5.41,196.5,307.7,24.2,8.2,0.66,75.2,PM2.5,362.1
31.9,54.4,1.19,105.4,180.9,93.7,8.1,1.48,44.7,PM2.5,249.9
10.0,65.0,6.92,79.7,77.1,16.4,5.6,0.52,21.8,PM2.5,156.5
45.4,38.7,9.1,21.8,38.9,6.3,3.3,0.52,77.9,O3,76.3
37.1,40.4,9.09,19.1,30.6,9.4,2.4,0.44,91.4,O3,89.9
37.0,27.2,13.72,29.7,47.2,6.7,4.8,0.32,55.5,O3,56.1
40.4,66.5,3.39,96.5,160.6,14.3,17.6,0.58,2.0,PM2.5,223.5
20.9,48.2,12.66,9.9,33.6,20.8,7.0,0.21,9.9,PM10,37.5
21.4,82.0,4.66,7.1,14.0,15.3,7.7,0.59,2.0,CO,31.3
38.8,47.4,13.29,12.6,44.8,16.3,3.2,0.49,75.4,O3,74.5
18.2,74.7,1.57,139.6,176.6,13.5,38.1,0.68,12.0,PM2.5,316.0
12.7,62.1,4.79,88.4,170.0,28.1,20.1,0.69,8.4,PM2.5,191.7
25.1,94.4,14.13,13.3,17.5,17.8,2.5,0.38,16.3,NO2,26.9
22.4,83.5,15.14,23.0,33.5,8.2,3.5,0.3,50.4,PM2.5,36.8
28.1,43.4,13.17,6.6,24.9,15.6,7.6,0.25,48.5,O3,48.3
35.4,76.0,9.96,18.9,23.0,10.5,11.7,0.28,26.0,PM2.5,24.0
16.1,26.7,10.28,30.3,80.8,15.3,4.2,0.47,29.5,PM10,79.9
19.5,66.2,6.17,58.0,76.6,8.2,10.5,0.41,10.7,PM2.5,100.9
5.2,41.7,3.92,82.6,151.1,19.9,15.0,0.51,36.5,PM2.5,174.6
8.3,74.9,7.78,81.7,169.0,12.5,12.1,0.39,33.3,PM2.5,169.8
16.7,81.9,2.44,87.2,182.4,49.5,15.8,0.66,49.3,PM2.5,196.4
40.5,42.3,7.1,99.2,220.6,21.0,4.7,0.39,60.6,PM2.5,224.9
31.0,78.8,13.45,10.9,22.3,8.9,6.1,0.3,46.3,O3,42.7
14.3,72.4,5.46,132.2,217.8,11.3,14.5,0.39,50.7,PM2.5,303.7
32.2,60.4,5.45,10.1,26.5,7.2,5.3,0.56,43.5,O3,48.7
20.1,68.5,2.19,76.9,110.9,45.3,20.7,2.33,45.2,PM2.5,148.1
16.3,71.9,3.75,52.2,53.2,17.9,30.8,0.91,40.0,PM2.5,86.1
18.0,70.5,6.52,77.0,134.0,12.6,3.7,0.4,37.7,PM2.5,153.8
18.9,75.8,4.69,37.3,62.0,53.9,6.0,1.17,19.2,NO2,67.4
22.1,66.5,6.72,8.0,41.4,16.3,8.1,0.64,2.0,PM10,46.2
15.0,66.7,7.0,32.1,54.6,15.9,8.3,0.25,86.2,O3,84.6
38.1,51.9,10.53,20.7,31.0,13.4,6.5,0.35,69.1,O3,67.6
7.9,64.3,2.65,171.2,256.6,21.1,7.9,0.28,17.9,PM2.5,334.1
45.1,15.6,7.63,19.6,39.8,11.1,7.7,0.72,65.0,O3,66.9
26.6,58.3,8.86,29.9,58.1,12.2,8.2,0.39,21.3,PM10,57.9
24.1,83.7,9.03,3.9,20.8,15.7,6.3,0.25,7.6,PM10,21.0
17.7,38.3,8.25,32.4,71.6,8.2,4.6,0.47,50.2,PM10,76.7
17.2,51.2,5.37,117.6,150.1,22.7,5.3,0.35,59.5,PM2.5,293.0
40.3,27.1,4.39,24.7,50.7,11.3,12.6,0.82,41.0,PM2.5,35.6
29.1,95.8,19.92,19.4,58.3,5.9,5.8,0.3,65.3,O3,62.3
15.0,55.2,2.77,74.6,124.1,30.0,9.1,0.45,55.9,PM2.5,157.1
12.4,76.0,3.83,173.5,330.9,18.9,5.4,0.91,32.7,PM2.5,344.9
30.5,90.3,17.24,11.8,21.1,9.9,2.7,0.26,7.3,PM10,18.7
25.1,72.6,15.05,19.8,50.2,17.4,8.7,0.29,22.5,PM2.5,28.9
32.9,49.1,7.37,22.4,38.8,13.5,4.8,0.69,44.9,O3,38.2
38.6,51.8,11.1,31.3,63.7,11.0,3.4,0.27,43.2,PM10,66.4
44.0,53.7,12.83,15.7,46.3,7.6,3.5,0.45,89.0,O3,88.0
15.7,66.3,0.2,314.3,512.5,39.3,12.2,1.87,68.9,PM10,446.4
40.4,62.1,14.71,14.5,32.7,9.0,6.5,0.39,86.9,O3,87.6
14.9,39.6,2.45,264.0,396.2,22.5,9.4,0.85,69.2,PM2.5,409.3
18.0,72.6,1.58,58.4,86.2,47.6,11.0,0.82,17.2,PM2.5,93.3
22.6,38.0,16.83,10.1,38.3,7.3,3.1,0.55,62.6,O3,75.4
30.1,89.3,19.01,15.7,32.1,9.5,3.2,0.25,68.7,O3,63.9
30.1,75.8,12.29,14.7,24.9,8.9,7.5,0.41,47.3,O3,48.8
36.6,43.3,9.89,20.9,54.6,15.5,8.6,0.47,92.7,O3,91.3
41.6,50.7,8.91,120.6,227.8,22.0,5.6,0.54,34.5,PM10,185.4
19.6,62.8,2.01,236.7,467.0,33.2,9.8,1.3,2.0,PM10,428.8
18.8,54.9,1.57,48.7,88.8,17.3,20.1,0.9,2.0,PM10,93.0
11.8,79.6,10.94,55.7,97.8,9.2,3.4,0.43,18.7,PM10,90.7
21.3,51.9,7.86,6.6,6.1,10.5,5.9,0.54,56.1,O3,55.7
33.4,74.8,11.37,12.5,30.2,7.2,6.8,0.61,36.6,O3,32.6
46.4,44.9,11.2,36.0,74.4,8.8,4.0,0.57,52.5,PM10,71.6
40.2,36.2,6.02,93.2,158.8,14.4,3.9,0.9,53.4,PM2.5,203.0
26.5,45.2,8.63,45.3,59.2,16.1,15.1,0.48,9.1,PM2.5,69.3
9.0,66.2,3.02,51.8,89.0,24.5,10.9,0.86,21.0,PM10,90.9
10.0,73.6,3.19,58.9,114.8,10.0,7.5,0.33,85.4,PM10,112.6
40.9,46.0,7.96,49.5,66.0,21.7,3.9,0.43,33.5,PM2.5,81.1
23.5,48.8,7.19,57.8,91.0,12.6,4.2,0.31,55.6,PM2.5,94.5
27.0,44.5,9.24,55.6,99.6,13.0,13.5,0.87,61.1,PM10,101.5
14.2,62.6,6.29,21.3,49.4,25.9,7.9,0.78,26.1,PM10,46.0
27.0,42.4,4.81,18.0,25.0,16.4,5.2,0.63,54.9,O3,45.3
25.5,54.3,7.67,95.5,165.7,8.1,5.3,0.25,54.5,PM2.5,221.0
18.4,59.2,1.96,361.8,471.7,19.1,18.7,1.29,27.1,PM2.5,448.3
40.5,61.5,15.37,51.4,83.3,14.0,2.1,0.44,63.5,PM2.5,85.7
38.5,51.0,2.88,59.1,95.3,42.5,5.3,1.73,87.6,PM2.5,101.6
20.3,43.2,10.48,57.1,93.5,6.2,6.3,0.31,54.7,PM2.5,97.6
9.9,48.6,7.72,76.5,114.8,6.3,5.1,0.52,5.0,PM2.5,155.5
23.8,50.9,6.22,33.6,65.9,11.1,11.6,1.5,52.0,CO,77.4
36.4,54.9,6.72,28.8,66.1,6.8,7.6,0.64,39.2,PM10,60.9
29.0,91.0,8.19,5.3,10.9,10.6,5.5,0.41,37.0,O3,32.7
36.4,42.1,3.91,90.5,168.6,33.5,2.8,0.75,114.7,PM10,148.9
26.3,89.2,15.81,12.1,39.6,7.1,2.5,0.4,85.1,O3,85.9
29.6,39.0,13.35,23.2,48.7,7.0,2.4,0.4,77.3,O3,79.0
22.0,56.8,9.06,53.8,74.7,26.8,6.8,0.28,20.3,PM2.5,91.1
23.5,62.6,8.51,78.9,105.5,7.7,3.3,0.84,46.7,PM2.5,169.2
15.6,79.4,4.5,141.3,241.8,20.3,5.2,0.83,22.9,PM2.5,313.7
26.9,78.9,17.73,3.0,17.1,7.8,6.0,0.38,76.4,O3,80.7
20.4,48.0,0.27,370.9,385.4,72.2,8.6,1.42,37.7,PM2.5,445.0
33.8,41.8,4.91,30.2,79.0,6.5,4.3,0.29,55.5,PM10,76.0
29.3,55.0,11.37,17.8,21.5,20.5,5.5,0.44,92.3,O3,86.7
38.5,29.6,6.27,42.3,89.8,33.7,7.9,0.51,53.8,PM10,93.2
41.2,47.2,5.47,110.0,188.0,33.9,4.2,0.86,16.2,PM2.5,261.8
16.9,30.8,14.75,49.9,94.4,9.0,5.1,0.26,45.6,PM10,91.9
7.9,74.5,3.34,91.0,147.5,16.2,6.0,0.67,42.1,PM2.5,212.0
22.9,72.1,11.81,5.0,15.8,9.9,9.8,0.43,61.8,O3,54.7
37.7,58.1,5.35,25.1,58.0,23.5,7.6,0.58,69.8,O3,69.7
4.1,64.9,6.18,109.3,163.0,16.7,4.3,0.75,51.3,PM2.5,265.4
12.2,66.3,4.14,38.4,78.3,12.6,8.9,0.83,48.7,PM10,78.8
28.4,44.1,6.62,39.1,75.1,6.0,8.7,1.09,63.0,PM10,82.7
19.7,22.9,12.01,23.8,60.4,6.7,5.2,0.41,28.1,PM10,59.2
20.7,39.2,8.63,65.3,119.5,13.3,3.6,0.42,2.0,PM2.5,118.4
16.3,38.6,7.89,34.4,57.5,12.9,8.3,0.25,28.2,PM10,53.1
9.5,78.9,2.39,82.9,183.0,45.9,5.8,0.69,84.5,PM2.5,180.0
40.4,63.1,4.85,45.6,74.7,18.1,3.9,0.62,57.8,PM2.5,73.4
26.7,77.5,12.2,14.9,20.3,10.1,3.8,0.48,56.3,O3,59.9
39.8,42.2,5.37,55.6,95.4,24.5,13.1,0.57,45.7,PM10,96.5
48.8,29.9,4.22,9.2,15.7,19.9,7.0,0.63,95.2,O3,98.1
37.7,36.1,11.23,10.3,36.8,7.5,5.5,0.42,58.3,O3,55.1
24.8,70.8,10.0,27.7,63.0,10.1,3.9,0.61,62.8,PM10,58.6
23.1,89.1,10.92,9.1,33.9,14.6,4.9,0.52,57.2,O3,54.3
18.9,68.0,7.4,79.0,166.7,12.7,3.5,0.53,31.4,PM2.5,164.3
41.8,39.0,9.77,15.2,31.3,17.6,3.0,0.33,79.7,O3,77.0
33.7,77.0,14.82,8.1,20.0,7.8,5.0,0.49,77.0,O3,78.0
30.7,81.3,15.35,5.3,8.5,6.2,4.8,0.31,2.0,CO,17.9
18.8,70.4,4.12,77.7,109.1,7.0,11.0,0.41,35.8,PM2.5,150.2
28.9,79.0,11.73,21.6,38.7,10.8,3.0,0.59,77.9,O3,76.8
10.4,44.2,5.05,152.2,222.8,15.3,2.8,0.58,24.7,PM2.5,322.5
41.5,51.5,6.42,166.3,252.5,14.7,9.1,0.34,135.2,PM2.5,339.1
23.1,46.7,10.56,31.2,69.9,7.6,2.8,0.66,23.1,PM10,77.8
30.1,78.1,11.46,23.8,48.2,8.8,2.5,0.31,66.9,O3,65.4
17.8,63.8,3.55,211.6,382.6,17.8,3.2,0.52,35.2,PM2.5,377.0
29.5,74.1,20.16,12.0,28.4,10.2,7.7,0.62,9.0,CO,32.6
25.2,70.9,21.88,4.6,31.0,6.9,2.9,0.39,61.0,O3,59.0
24.6,37.9,12.46,11.8,43.6,12.0,3.5,0.35,54.7,O3,54.9
24.7,81.5,11.06,7.8,33.4,12.8,3.5,0.35,40.6,O3,40.3
28.1,65.4,13.83,6.5,12.4,22.0,5.2,0.29,78.6,O3,82.3
36.6,45.1,10.35,5.0,5.0,11.6,10.7,0.37,22.4,O3,14.7
14.1,62.2,1.73,34.1,66.2,29.3,27.7,1.25,17.8,PM10,67.1
13.8,43.3,0.2,217.1,346.3,135.5,19.7,3.28,19.3,PM2.5,380.3
36.8,31.0,6.66,50.9,93.3,7.6,5.3,0.52,57.2,PM10,96.1
26.5,95.4,9.33,28.7,58.0,15.6,2.9,0.35,73.5,O3,73.6
36.4,65.4,5.29,30.7,60.4,14.5,7.6,0.32,65.0,O3,66.4
18.7,62.3,2.95,151.1,295.9,24.1,10.6,0.92,75.3,PM2.5,322.8
8.8,54.8,6.04,41.2,78.9,21.3,8.3,0.49,2.0,PM10,79.1
47.0,44.7,6.4,110.0,210.0,19.6,4.8,0.34,44.1,PM2.5,268.3
7.3,65.8,2.83,22.2,45.8,58.0,4.8,1.05,2.0,NO2,71.3
31.4,77.8,15.01,3.0,16.6,19.8,3.3,0.36,77.7,O3,72.3
9.1,66.8,4.59,208.3,351.0,47.7,4.2,0.78,2.0,PM2.5,361.7
26.5,70.3,17.95,8.4,22.2,8.6,3.0,0.62,13.7,CO,33.1
26.8,53.3,9.98,20.7,52.1,12.8,5.1,0.54,43.6,PM10,52.6
13.9,77.8,7.02,48.6,87.4,7.7,5.2,0.81,2.0,PM10,90.7
40.5,23.8,6.28,20.6,11.8,9.5,3.4,0.58,67.4,O3,64.3
12.8,64.8,4.5,126.4,151.9,14.7,7.2,0.55,60.4,PM2.5,300.7
26.7,87.7,13.81,15.5,40.3,11.1,5.2,0.3,35.0,PM10,43.6
25.9,95.3,7.32,57.1,92.0,18.7,5.2,0.59,58.6,PM2.5,96.4
32.7,46.9,3.62,172.4,314.0,32.3,10.1,0.63,98.9,PM2.5,338.9
37.3,29.2,4.98,26.1,52.4,14.3,9.3,0.81,69.5,O3,69.0
27.1,36.8,8.48,32.9,71.8,10.4,3.7,0.7,77.1,O3,73.9
10.8,66.5,2.59,101.2,186.9,33.9,6.0,0.65,16.1,PM2.5,239.1
20.7,64.7,2.68,205.6,221.0,21.3,7.7,0.9,29.4,PM2.5,366.7
27.5,31.2,9.36,21.5,48.2,7.7,3.2,0.34,58.1,O3,58.6
28.1,90.1,8.12,14.7,32.3,33.2,5.8,0.35,59.7,O3,62.5
23.7,46.0,7.89,18.8,42.4,5.9,5.8,0.98,59.9,O3,57.6
27.2,79.2,14.34,4.1,7.0,10.3,3.5,0.31,73.1,O3,79.5
21.4,34.3,0.62,311.2,560.8,30.3,3.8,0.9,67.9,PM10,472.0
42.3,33.6,8.45,64.1,130.7,15.2,10.9,0.85,105.9,PM10,119.8
27.2,81.7,19.62,5.3,24.1,15.3,4.1,0.34,93.2,O3,99.5
22.6,46.3,6.89,69.7,136.8,24.6,3.1,0.55,36.2,PM2.5,130.8
24.7,82.0,15.45,36.5,70.6,15.4,5.9,0.36,49.4,PM10,69.6
20.0,82.7,5.13,281.5,511.3,29.2,9.0,0.25,46.5,PM10,448.0
16.4,77.3,2.62,78.3,131.6,63.7,5.0,0.79,60.4,PM2.5,164.7
10.9,66.2,3.23,65.1,111.9,22.5,18.7,1.06,29.6,PM2.5,112.6
10.3,51.9,1.53,118.8,147.0,19.7,14.0,1.09,6.7,PM2.5,294.2
45.3,57.1,12.94,72.4,120.7,12.4,3.3,0.25,79.6,PM2.5,142.8
32.9,98.0,13.12,20.1,48.7,6.7,3.2,0.38,110.5,O3,113.8
30.3,82.6,13.39,14.4,27.2,14.0,7.1,0.31,19.6,PM10,23.0
42.0,36.7,6.29,20.6,43.5,19.9,8.3,0.95,65.8,O3,65.7
30.9,84.3,13.6,24.7,31.2,8.4,6.4,0.67,66.4,O3,62.6
20.0,58.6,4.24,184.4,347.5,19.8,5.1,0.37,16.8,PM2.5,350.0
19.1,64.3,0.2,269.3,485.0,56.8,4.3,2.63,70.5,PM10,431.2
10.0,66.3,0.59,401.0,600.0,51.8,13.4,1.16,5.1,PM10,499.5
41.7,44.0,4.8,17.3,48.6,27.7,7.5,0.7,75.4,O3,72.9
11.4,68.3,4.0,35.3,64.5,20.0,11.4,0.64,13.5,PM10,67.7
6.5,65.3,1.96,64.9,124.1,25.9,11.7,1.7,36.7,PM10,117.5
32.7,36.7,0.2,137.1,228.1,30.2,8.2,1.17,50.1,PM2.5,312.9
27.2,29.0,6.82,33.1,50.0,13.4,6.2,0.4,34.1,PM2.5,52.0
12.1,62.3,6.37,22.8,39.1,25.3,3.0,1.6,55.9,CO,76.5
28.2,86.3,16.28,15.0,23.5,8.1,2.8,0.25,73.6,O3,72.1
29.3,98.4,12.35,44.3,104.0,6.7,7.8,0.32,41.1,PM10,101.8
20.6,51.5,9.97,35.6,71.7,13.0,5.1,0.55,85.0,O3,87.7
23.7,45.4,7.63,33.2,82.8,17.3,5.8,0.49,46.6,PM10,79.5
16.8,85.9,7.93,62.8,99.1,10.0,11.7,0.55,62.0,PM2.5,106.5
14.8,55.1,4.52,15.0,31.7,43.3,5.6,1.18,15.5,CO,54.7
20.7,55.0,6.75,145.1,253.3,13.6,8.3,0.46,25.2,PM2.5,322.9
38.0,40.8,9.7,42.0,74.3,13.0,3.3,0.27,42.9,PM10,78.4
27.2,96.3,16.85,18.7,37.1,16.7,3.6,0.34,57.8,O3,59.7
27.2,73.9,11.67,12.8,29.9,11.1,2.9,0.37,31.9,O3,36.2
29.7,88.8,19.71,9.6,33.8,9.5,2.4,0.41,51.2,O3,53.6
24.7,38.0,4.75,33.1,67.2,20.0,4.4,0.41,12.7,PM10,67.5
24.1,29.0,9.06,13.1,30.7,9.8,4.1,0.36,44.4,O3,50.9
28.7,76.8,21.37,6.8,19.0,9.6,2.4,0.43,65.4,O3,63.3
15.6,53.6,2.58,100.1,128.2,25.5,18.6,0.25,2.0,PM2.5,234.5
21.0,48.6,8.39,36.9,68.4,11.5,6.3,0.57,88.3,O3,85.9
10.0,56.9,4.47,165.6,294.7,13.5,7.8,0.47,14.1,PM2.5,331.4
11.0,76.3,4.58,83.1,112.2,14.0,9.6,0.58,41.2,PM2.5,181.2
18.1,40.7,0.2,101.0,186.4,63.1,24.8,0.81,2.0,PM2.5,235.2
14.5,64.8,6.92,57.9,101.8,33.9,6.5,0.35,38.3,PM10,107.6
9.7,77.1,1.02,414.0,600.0,54.5,10.4,1.8,23.1,PM10,500.0
15.7,71.3,5.56,71.9,127.1,21.5,11.1,0.39,62.8,PM2.5,139.0
29.1,37.1,7.93,13.5,36.8,19.9,3.5,0.36,58.7,O3,59.1
40.1,58.5,11.45,18.6,53.9,25.0,3.7,0.44,57.1,O3,66.8
26.4,71.2,17.91,15.4,37.9,17.5,3.5,0.38,77.3,O3,77.5
18.0,67.8,4.77,100.0,99.0,11.9,10.1,0.57,40.5,PM2.5,223.4
22.8,57.2,5.1,31.9,51.2,19.0,2.2,0.6,53.7,O3,58.9
27.9,63.5,7.6,39.4,53.9,21.8,10.9,0.51,45.5,PM2.5,68.7
41.2,28.8,9.71,10.4,20.8,15.8,31.9,0.55,70.4,O3,72.4
25.6,28.2,8.17,17.3,48.9,8.2,5.3,0.3,48.2,PM10,48.8
18.1,68.5,5.39,72.4,103.6,29.2,11.2,0.92,53.6,PM2.5,139.9
25.8,57.0,6.93,38.5,61.5,49.1,3.9,1.61,7.7,CO,79.8
27.1,74.9,7.77,11.8,26.2,13.9,5.1,0.35,58.8,O3,59.0
26.4,10.0,8.44,22.0,41.4,11.1,3.8,0.39,30.0,PM10,45.7
33.5,46.0,8.15,27.4,44.5,19.1,8.2,0.39,64.8,O3,70.2
18.1,26.8,8.89,18.4,26.1,10.2,5.2,0.36,2.0,PM2.5,27.0
26.0,35.1,6.75,24.9,47.4,6.7,6.9,0.3,28.4,PM10,49.0
30.8,88.9,12.11,6.4,17.5,13.9,7.2,0.39,50.2,CO,14.0
18.2,48.8,9.44,50.7,82.1,24.5,2.6,0.34,28.5,PM2.5,89.8
36.2,64.0,10.33,53.2,100.4,13.8,3.0,0.52,14.8,PM2.5,86.7
9.6,56.8,4.1,276.0,448.3,7.3,2.5,0.55,28.0,PM10,411.5
28.7,100.0,13.24,7.2,25.9,22.3,3.3,0.27,38.6,O3,43.0
28.5,86.2,18.42,3.0,7.2,14.2,4.9,0.42,28.7,O3,25.5
26.3,80.9,11.53,22.0,33.0,17.0,5.0,0.28,63.0,O3,63.7
7.5,59.8,2.93,125.2,241.1,11.5,5.8,0.8,2.0,PM2.5,299.6
36.1,45.4,5.17,95.0,187.5,26.7,5.7,0.8,39.1,PM2.5,215.1
35.8,40.5,8.67,11.9,36.2,24.4,7.8,0.59,88.4,O3,89.5
36.4,53.3,10.64,48.1,67.4,23.7,3.6,0.29,34.1,PM2.5,71.4
24.2,79.8,15.95,7.2,17.6,12.9,2.9,0.3,24.5,O3,27.3
20.9,73.9,13.84,11.8,25.7,15.1,3.5,0.46,61.5,O3,57.1
16.4,73.6,4.49,41.9,72.9,19.6,7.3,0.52,34.4,PM10,71.4
35.5,26.6,2.44,119.9,97.1,21.6,14.3,1.84,64.6,PM2.5,298.6
